AOP_SDI:DATA RAM,AOP_SDI:SYSTEM DEBUG,AOP_SDI:SYSTEM DEBUG DUMMY 4K,AOP_SDI:CODE RAM,AOP_SDI: Total,access control:DATA RAM,access control:DDR OFFLOADED CODE-DATA,access control:CODE RAM,access control: Total,unpa:DATA RAM,unpa:DDR OFFLOADED CODE-DATA,unpa:CODE RAM,unpa: Total,aop_oem:DATA RAM,aop_oem:CODE RAM,aop_oem: Total,pwr_utils:DATA RAM,pwr_utils:TASK STACKS,pwr_utils:DDR OFFLOADED CODE-DATA,pwr_utils:CODE RAM,pwr_utils: Total,ddr_mgr:DATA RAM,ddr_mgr:TASK STACKS,ddr_mgr:AOP_DATA_IN_CRAM,ddr_mgr:DDR OFFLOADED CODE-DATA,ddr_mgr:CODE RAM,ddr_mgr: Total,arc:DATA RAM,arc:DDR OFFLOADED CODE-DATA,arc:CODE RAM,arc: Total,sleep:DATA RAM,sleep:DDR OFFLOADED CODE-DATA,sleep:CODE RAM,sleep: Total,cmd_db:DATA RAM,cmd_db:RINIT DDR DATA,cmd_db:DDR OFFLOADED CODE-DATA,cmd_db:CODE RAM,cmd_db: Total,chip_info:DATA RAM,chip_info:CODE RAM,chip_info: Total,rex:DATA RAM,rex:TASK STACKS,rex:DDR OFFLOADED CODE-DATA,rex:CODE RAM,rex: Total,ulog_driver:DATA RAM,ulog_driver:CODE RAM,ulog_driver: Total,spmi:DATA RAM,spmi:DDR OFFLOADED CODE-DATA,spmi:CODE RAM,spmi: Total,pmic:DATA RAM,pmic:DDR OFFLOADED CODE-DATA,pmic:CODE RAM,pmic: Total,devcfg:DATA RAM,devcfg:CODE RAM,devcfg: Total,rinit:DATA RAM,rinit:RINIT DDR DATA,rinit:DDR OFFLOADED CODE-DATA,rinit:CODE RAM,rinit: Total,sysdrivers:DATA RAM,sysdrivers:CODE RAM,sysdrivers: Total,bcm:DATA RAM,bcm:CODE RAM,bcm: Total,libc:CODE RAM,libc: Total,rsc:DATA RAM,rsc:DDR OFFLOADED CODE-DATA,rsc:CODE RAM,rsc: Total,aop:CODE RAM,aop: Total,vrm:DATA RAM,vrm:TASK STACKS,vrm:DDR OFFLOADED CODE-DATA,vrm:CODE RAM,vrm: Total,common:AOP ULOG,common:DDR ULOG,common:LIB STACK,common:LIB HEAP,common: Total,IPCC:DATA RAM,IPCC:CODE RAM,IPCC: Total,dbginfolib.lib:DATA RAM,dbginfolib.lib:CODE RAM,dbginfolib.lib: Total,clock:DATA RAM,clock:AOP_DATA_IN_CRAM,clock:CODE RAM,clock: Total,aop_main:DATA RAM,aop_main:TASK STACKS,aop_main:DDR OFFLOADED CODE-DATA,aop_main:CODE RAM,aop_main: Total,glink.lib:DATA RAM,glink.lib:CODE RAM,glink.lib: Total,aop_fsm:DDR OFFLOADED CODE-DATA,aop_fsm:CODE RAM,aop_fsm: Total,rpmh:DATA RAM,rpmh:CODE RAM,rpmh: Total,qdss:DATA RAM,qdss:CODE RAM,qdss: Total,PAD:DATA RAM,PAD:SYSTEM DEBUG,PAD:DDR OFFLOADED CODE-DATA,PAD:CODE RAM,PAD: Total,cpr:DATA RAM,cpr:DDR OFFLOADED CODE-DATA,cpr:CRAM_RECLAIM,cpr:CODE RAM,cpr: Total,pdc:DATA RAM,pdc:DDR OFFLOADED CODE-DATA,pdc:CODE RAM,pdc: Total
555,14618,4096,382,19651,12,10240,6,10258,76,264,1049,1389,180,31,211,1194,720,1476,8937,12327,1381,928,5084,6552,8472,22417,233,248,1423,1904,800,1306,3718,5824,88,1776,660,1144,3668,164,334,498,1314,160,256,7633,9363,64,859,923,5370,1058,1295,7723,1033,10314,5415,16762,4,240,244,316,38660,172,965,40113,16,96,112,718,2187,2905,2004,2004,128,758,814,1700,28,28,9099,1056,5782,8051,23988,512,992,800,12032,14336,417,1493,1910,12,316,328,116,84,1683,1883,152,800,568,181,1701,1292,2254,3546,188,200,388,358,6538,6896,278,1998,2276,95,14,24,153,286,791,2440,588,2242,6061,140,1850,1463,3453
