link_speed,freq,rssi,tx_bad,tx_retries,tx_success,rx_success,tx_time,on_time,cca_busy_time,tx_pkt,rx_pkt
188.91926253052875,41.6181639115674,12.72898473177863,2.833621816705364,128.8617318696015,352.2020122238807,744.994505447794,590.2679962066246,11064.808177423953,815.1956064598126,304.6421030696212,489.15731752762906
