link_speed,freq,rssi,tx_bad,tx_retries,tx_success,rx_success,tx_time,on_time,cca_busy_time,tx_pkt,rx_pkt
138.94283030085924,34.79344565528434,-67.02962774559192,0.3379439859722272,15.829297697535807,43.854422577403604,108.94384264949997,50.482544411785184,1091.0132135438841,149.87530922730545,49.79009037772112,89.35395022919462
