link_speed,freq,rssi,tx_bad,tx_retries,tx_success,rx_success,tx_time,on_time,cca_busy_time,contention_time_avg,tx_pkt,rx_pkt
218.11194653092912,41.188063874567064,14.119680081866477,5.368850540972771,483.5690701920979,315.39477809705994,571.5886904299538,485.06469229744613,14467.3125128092,1017.4239652985401,4727.7873610461975,272.5439962777685,453.1969512065231
