link_speed,freq,rssi,tx_bad,tx_retries,tx_success,rx_success,tx_time,on_time,cca_busy_time,contention_time_avg,tx_pkt,rx_pkt
141.32550775651814,30.3830195499427,-68.20643558237387,1.037693190863611,84.92654977449563,61.298308653438546,100.2224232864598,31.27293611884408,1347.4213970270291,208.8165206063175,1566.6055820510576,64.39059458993373,100.36614516212614
