level,rsrp,rsrq,rssi,rssnr,level.1,ss_rsrp,ss_rsrq,ss_sinr
3.9473272198613287,-93.96790427197494,-8.906844106463879,-66.55468575262805,12.15287407738761,1.131961529859092,-118.89398344889287,-14.567210914784164,12.37038693804518
