level,rsrp,rsrq,rssi,rssnr,level.1,ss_rsrp,ss_rsrq,ss_sinr
0.259090647027435,9.47664019447106,1.491406286798185,8.654154607878683,5.897457469185433,0.5956526502239932,5.058559840524497,2.1432614516085713,15.517892081817143
